Car_id,Dealer_Name,Dealer_No ,Dealer_Region
C_CND_005967,Tri-State Mack Inc,85257-3102,Scottsdale
C_CND_005968,U-Haul CO,78758-7841,Austin
C_CND_005969,Progressive Shippers Cooperative Association No,53546-9427,Janesville
C_CND_005970,Rabun Used Car Sales,85257-3102,Scottsdale
C_CND_005971,Race Car Help,78758-7841,Austin
C_CND_005972,Ryder Truck Rental and Leasing,06457-3834,Middletown
C_CND_005973,Saab-Belle Dodge,60504-7114,Aurora
C_CND_005974,Chrysler of Tri-Cities,99301-3882,Pasco
C_CND_005975,Chrysler Plymouth,53546-9427,Janesville
C_CND_005976,Classic Chevy,85257-3102,Scottsdale
C_CND_005977,Clay Johnson Auto Sales,78758-7841,Austin
C_CND_005978,Diehl Motor CO Inc,06457-3834,Middletown
C_CND_005979,Enterprise Rent A Car,60504-7114,Aurora
C_CND_005980,Rabun Used Car Sales,85257-3102,Scottsdale
C_CND_005981,Hatfield Volkswagen,99301-3882,Pasco
C_CND_005982,Chrysler Plymouth,53546-9427,Janesville
C_CND_005983,Classic Chevy,85257-3102,Scottsdale
C_CND_005984,Clay Johnson Auto Sales,78758-7841,Austin
C_CND_005985,Diehl Motor CO Inc,06457-3834,Middletown
C_CND_005986,Enterprise Rent A Car,60504-7114,Aurora
C_CND_005987,Gartner Buick Hyundai Saab,38701-8047,Greenville
C_CND_005988,Hatfield Volkswagen,99301-3882,Pasco
C_CND_005989,Iceberg Rentals,53546-9427,Janesville
C_CND_005990,Rabun Used Car Sales,85257-3102,Scottsdale
C_CND_005991,Race Car Help,78758-7841,Austin
C_CND_005992,Ryder Truck Rental and Leasing,06457-3834,Middletown
C_CND_005993,Progressive Shippers Cooperative Association No,53546-9427,Janesville
C_CND_005994,Scrivener Performance Engineering,38701-8047,Greenville
C_CND_005995,Star Enterprises Inc,99301-3882,Pasco
C_CND_005996,Suburban Ford,53546-9427,Janesville
C_CND_005997,Tri-State Mack Inc,85257-3102,Scottsdale
C_CND_005998,Diehl Motor CO Inc,06457-3834,Pasco
C_CND_005999,Enterprise Rent A Car,60504-7114,Janesville
C_CND_006000,Classic Chevy,85257-3102,Janesville
C_CND_006001,Iceberg Rentals,53546-9427,Pasco
C_CND_006002,McKinney Dodge Chrysler Jeep,85257-3102,Janesville
C_CND_006003,McKinney Dodge Chrysler Jeep,85257-3102,Aurora
C_CND_006004,Motor Vehicle Branch Office,78758-7841,Greenville
C_CND_006005,Nebo Chevrolet,06457-3834,Pasco
C_CND_006006,Scrivener Performance Engineering,38701-8047,Greenville
C_CND_006007,Star Enterprises Inc,99301-3882,Pasco
C_CND_006008,Suburban Ford,53546-9427,Janesville
C_CND_006009,Tri-State Mack Inc,85257-3102,Scottsdale
C_CND_006010,U-Haul CO,78758-7841,Austin
C_CND_006011,Buddy Storbeck's Diesel Service Inc,06457-3834,Middletown
C_CND_006012,C & M Motors Inc,60504-7114,Aurora
C_CND_006013,Capitol KIA,38701-8047,Greenville
C_CND_006014,Chrysler of Tri-Cities,99301-3882,Pasco
C_CND_006015,Chrysler Plymouth,53546-9427,Janesville
C_CND_006016,Classic Chevy,85257-3102,Scottsdale
C_CND_006017,Clay Johnson Auto Sales,78758-7841,Austin
C_CND_006018,Diehl Motor CO Inc,06457-3834,Middletown
C_CND_006019,Enterprise Rent A Car,60504-7114,Aurora
C_CND_006020,Gartner Buick Hyundai Saab,38701-8047,Greenville
C_CND_006021,Hatfield Volkswagen,99301-3882,Pasco
C_CND_006022,Iceberg Rentals,53546-9427,Janesville
C_CND_006023,McKinney Dodge Chrysler Jeep,85257-3102,Scottsdale
C_CND_006024,Motor Vehicle Branch Office,78758-7841,Austin
C_CND_006025,Nebo Chevrolet,06457-3834,Middletown
C_CND_006026,Iceberg Rentals,53546-9427,Janesville
C_CND_006027,McKinney Dodge Chrysler Jeep,85257-3102,Scottsdale
C_CND_006028,Motor Vehicle Branch Office,78758-7841,Austin
C_CND_006029,Nebo Chevrolet,06457-3834,Middletown
C_CND_006030,Race Car Help,78758-7841,Austin
C_CND_006031,Pars Auto Sales,38701-8047,Greenville
C_CND_006032,Pitre Buick-Pontiac-Gmc of Scottsdale,99301-3882,Pasco
C_CND_006033,Progressive Shippers Cooperative Association No,53546-9427,Janesville
C_CND_006034,Rabun Used Car Sales,85257-3102,Scottsdale
C_CND_006035,Race Car Help,78758-7841,Austin
C_CND_006036,Ryder Truck Rental and Leasing,06457-3834,Middletown
C_CND_006037,Saab-Belle Dodge,60504-7114,Aurora
C_CND_006038,Scrivener Performance Engineering,38701-8047,Greenville
C_CND_006039,Star Enterprises Inc,99301-3882,Pasco
C_CND_006040,Suburban Ford,53546-9427,Janesville
C_CND_006041,Tri-State Mack Inc,85257-3102,Scottsdale
C_CND_006042,U-Haul CO,78758-7841,Austin
C_CND_006043,Diehl Motor CO Inc,06457-3834,Middletown
C_CND_006044,Rabun Used Car Sales,85257-3102,Scottsdale
C_CND_006045,Race Car Help,78758-7841,Austin
C_CND_006046,McKinney Dodge Chrysler Jeep,85257-3102,Scottsdale
C_CND_006047,Motor Vehicle Branch Office,78758-7841,Austin
C_CND_006048,Nebo Chevrolet,06457-3834,Middletown
C_CND_006049,New Castle Ford Lincoln Mercury,60504-7114,Aurora
C_CND_006050,Pars Auto Sales,38701-8047,Greenville
C_CND_006051,Pitre Buick-Pontiac-Gmc of Scottsdale,99301-3882,Pasco
C_CND_006052,Progressive Shippers Cooperative Association No,53546-9427,Janesville
C_CND_006053,Rabun Used Car Sales,85257-3102,Scottsdale
C_CND_006054,Race Car Help,78758-7841,Austin
C_CND_006055,Ryder Truck Rental and Leasing,06457-3834,Middletown
C_CND_006056,Saab-Belle Dodge,60504-7114,Aurora
C_CND_006057,Scrivener Performance Engineering,38701-8047,Greenville
C_CND_006058,Star Enterprises Inc,99301-3882,Pasco
C_CND_006059,Suburban Ford,53546-9427,Janesville
C_CND_006060,Tri-State Mack Inc,85257-3102,Scottsdale
C_CND_006061,U-Haul CO,78758-7841,Austin
C_CND_006062,Progressive Shippers Cooperative Association No,53546-9427,Janesville
C_CND_006063,Rabun Used Car Sales,85257-3102,Scottsdale
C_CND_006064,Race Car Help,78758-7841,Austin
C_CND_006065,Ryder Truck Rental and Leasing,06457-3834,Middletown
C_CND_006066,U-Haul CO,78758-7841,Austin
C_CND_006067,Progressive Shippers Cooperative Association No,53546-9427,Janesville
C_CND_006068,Rabun Used Car Sales,85257-3102,Scottsdale
C_CND_006069,Race Car Help,78758-7841,Austin
C_CND_006070,Ryder Truck Rental and Leasing,06457-3834,Middletown
C_CND_006071,Saab-Belle Dodge,60504-7114,Aurora
C_CND_006072,Scrivener Performance Engineering,38701-8047,Greenville
C_CND_006073,Star Enterprises Inc,99301-3882,Pasco
C_CND_006074,Suburban Ford,53546-9427,Janesville
C_CND_006075,Tri-State Mack Inc,85257-3102,Scottsdale
C_CND_006076,U-Haul CO,78758-7841,Austin
C_CND_006077,Buddy Storbeck's Diesel Service Inc,06457-3834,Middletown
C_CND_006078,C & M Motors Inc,60504-7114,Aurora
C_CND_006079,Capitol KIA,38701-8047,Greenville
C_CND_006080,Chrysler of Tri-Cities,99301-3882,Pasco
C_CND_006081,Chrysler Plymouth,53546-9427,Janesville
C_CND_006082,Classic Chevy,85257-3102,Scottsdale
C_CND_006083,Clay Johnson Auto Sales,78758-7841,Austin
C_CND_006084,Diehl Motor CO Inc,06457-3834,Middletown
C_CND_006085,Enterprise Rent A Car,60504-7114,Aurora
C_CND_006086,New Castle Ford Lincoln Mercury,60504-7114,Janesville
C_CND_006087,Pars Auto Sales,38701-8047,Scottsdale
C_CND_006088,Pitre Buick-Pontiac-Gmc of Scottsdale,99301-3882,Austin
C_CND_006089,Rabun Used Car Sales,85257-3102,Janesville
C_CND_006090,Rabun Used Car Sales,85257-3102,Aurora
C_CND_006091,Race Car Help,78758-7841,Greenville
C_CND_006092,Ryder Truck Rental and Leasing,06457-3834,Pasco
C_CND_006093,Saab-Belle Dodge,60504-7114,Janesville
C_CND_006094,Scrivener Performance Engineering,38701-8047,Scottsdale
C_CND_006095,U-Haul CO,78758-7841,Scottsdale
C_CND_006096,Buddy Storbeck's Diesel Service Inc,06457-3834,Greenville
C_CND_006097,Tri-State Mack Inc,85257-3102,Aurora
C_CND_006098,U-Haul CO,78758-7841,Greenville
C_CND_006099,Progressive Shippers Cooperative Association No,53546-9427,Pasco
C_CND_006100,Rabun Used Car Sales,85257-3102,Janesville
C_CND_006101,Race Car Help,78758-7841,Scottsdale
C_CND_006102,Ryder Truck Rental and Leasing,06457-3834,Austin
C_CND_006103,Saab-Belle Dodge,60504-7114,Janesville
C_CND_006104,Scrivener Performance Engineering,38701-8047,Scottsdale
C_CND_006105,Star Enterprises Inc,99301-3882,Austin
C_CND_006106,New Castle Ford Lincoln Mercury,60504-7114,Aurora
C_CND_006107,Pars Auto Sales,38701-8047,Greenville
C_CND_006108,Pitre Buick-Pontiac-Gmc of Scottsdale,99301-3882,Pasco
C_CND_006109,Progressive Shippers Cooperative Association No,53546-9427,Janesville
C_CND_006110,Rabun Used Car Sales,85257-3102,Austin
C_CND_006111,Race Car Help,78758-7841,Austin
C_CND_006112,Ryder Truck Rental and Leasing,06457-3834,Middletown
C_CND_006113,Saab-Belle Dodge,60504-7114,Aurora
C_CND_006114,Scrivener Performance Engineering,38701-8047,Greenville
C_CND_006115,Star Enterprises Inc,99301-3882,Pasco
C_CND_006116,Suburban Ford,53546-9427,Janesville
C_CND_006117,Saab-Belle Dodge,60504-7114,Aurora
C_CND_006118,Star Enterprises Inc,99301-3882,Pasco
C_CND_006119,Scrivener Performance Engineering,38701-8047,Greenville
C_CND_006120,Star Enterprises Inc,99301-3882,Pasco
C_CND_006121,Suburban Ford,53546-9427,Janesville
C_CND_006122,Motor Vehicle Branch Office,78758-7841,Austin
C_CND_006123,U-Haul CO,78758-7841,Austin
C_CND_006124,Buddy Storbeck's Diesel Service Inc,06457-3834,Middletown
C_CND_006125,C & M Motors Inc,60504-7114,Aurora
C_CND_006126,Progressive Shippers Cooperative Association No,53546-9427,Janesville
C_CND_006127,Chrysler of Tri-Cities,99301-3882,Pasco
C_CND_006128,Saab-Belle Dodge,60504-7114,Aurora
C_CND_006129,Scrivener Performance Engineering,38701-8047,Greenville
C_CND_006130,Star Enterprises Inc,99301-3882,Pasco
C_CND_006131,Suburban Ford,53546-9427,Janesville
C_CND_006132,Tri-State Mack Inc,85257-3102,Scottsdale
C_CND_006133,U-Haul CO,78758-7841,Austin
C_CND_006134,Buddy Storbeck's Diesel Service Inc,06457-3834,Middletown
C_CND_006135,C & M Motors Inc,60504-7114,Aurora
C_CND_006136,Capitol KIA,38701-8047,Greenville
C_CND_006137,Chrysler of Tri-Cities,99301-3882,Pasco
C_CND_006138,Chrysler Plymouth,53546-9427,Janesville
C_CND_006139,Gartner Buick Hyundai Saab,38701-8047,Greenville
C_CND_006140,Hatfield Volkswagen,99301-3882,Pasco
C_CND_006141,Race Car Help,78758-7841,Austin
C_CND_006142,McKinney Dodge Chrysler Jeep,85257-3102,Scottsdale
C_CND_006143,Motor Vehicle Branch Office,78758-7841,Austin
C_CND_006144,Nebo Chevrolet,06457-3834,Middletown
C_CND_006145,Ryder Truck Rental and Leasing,06457-3834,Middletown
C_CND_006146,Suburban Ford,53546-9427,Janesville
C_CND_006147,Tri-State Mack Inc,85257-3102,Scottsdale
C_CND_006148,Progressive Shippers Cooperative Association No,53546-9427,Janesville
C_CND_006149,U-Haul CO,78758-7841,Austin
C_CND_006150,Suburban Ford,53546-9427,Middletown
C_CND_006151,Tri-State Mack Inc,85257-3102,Aurora
C_CND_006152,U-Haul CO,78758-7841,Greenville
C_CND_006153,Buddy Storbeck's Diesel Service Inc,06457-3834,Pasco
C_CND_006154,Chrysler Plymouth,53546-9427,Austin
C_CND_006155,Capitol KIA,38701-8047,Scottsdale
C_CND_006156,Chrysler of Tri-Cities,99301-3882,Austin
C_CND_006157,Chrysler Plymouth,53546-9427,Middletown
C_CND_006158,Diehl Motor CO Inc,06457-3834,Austin
C_CND_006159,Clay Johnson Auto Sales,78758-7841,Greenville
C_CND_006160,Race Car Help,78758-7841,Scottsdale
C_CND_006161,Tri-State Mack Inc,85257-3102,Scottsdale
C_CND_006162,U-Haul CO,78758-7841,Austin
C_CND_006163,Progressive Shippers Cooperative Association No,53546-9427,Janesville
C_CND_006164,Rabun Used Car Sales,85257-3102,Scottsdale
C_CND_006165,Race Car Help,78758-7841,Austin
C_CND_006166,Ryder Truck Rental and Leasing,06457-3834,Middletown
C_CND_006167,Saab-Belle Dodge,60504-7114,Aurora
C_CND_006168,Scrivener Performance Engineering,38701-8047,Greenville
C_CND_006169,Star Enterprises Inc,99301-3882,Pasco
C_CND_006170,Suburban Ford,53546-9427,Janesville
C_CND_006171,Tri-State Mack Inc,85257-3102,Scottsdale
C_CND_006172,U-Haul CO,78758-7841,Austin
C_CND_006173,Buddy Storbeck's Diesel Service Inc,06457-3834,Middletown
C_CND_006174,C & M Motors Inc,60504-7114,Aurora
C_CND_006175,Capitol KIA,38701-8047,Greenville
C_CND_006176,Chrysler of Tri-Cities,99301-3882,Pasco
C_CND_006177,Chrysler Plymouth,53546-9427,Janesville
C_CND_006178,Classic Chevy,85257-3102,Scottsdale
C_CND_006179,Clay Johnson Auto Sales,78758-7841,Austin
C_CND_006180,Chrysler Plymouth,53546-9427,Janesville
C_CND_006181,Classic Chevy,85257-3102,Scottsdale
C_CND_006182,Clay Johnson Auto Sales,78758-7841,Austin
C_CND_006183,Diehl Motor CO Inc,06457-3834,Middletown
C_CND_006184,Enterprise Rent A Car,60504-7114,Aurora
C_CND_006185,Gartner Buick Hyundai Saab,38701-8047,Greenville
C_CND_006186,Hatfield Volkswagen,99301-3882,Pasco
C_CND_006187,Iceberg Rentals,53546-9427,Janesville
C_CND_006188,McKinney Dodge Chrysler Jeep,85257-3102,Scottsdale
C_CND_006189,Progressive Shippers Cooperative Association No,53546-9427,Janesville
C_CND_006190,Nebo Chevrolet,06457-3834,Middletown
C_CND_006191,New Castle Ford Lincoln Mercury,60504-7114,Aurora
C_CND_006192,Pars Auto Sales,38701-8047,Greenville
C_CND_006193,Pitre Buick-Pontiac-Gmc of Scottsdale,99301-3882,Pasco
C_CND_006194,Progressive Shippers Cooperative Association No,53546-9427,Janesville
C_CND_006195,Rabun Used Car Sales,85257-3102,Scottsdale
C_CND_006196,Race Car Help,78758-7841,Austin
C_CND_006197,Ryder Truck Rental and Leasing,06457-3834,Middletown
C_CND_006198,Saab-Belle Dodge,60504-7114,Aurora
C_CND_006199,Classic Chevy,85257-3102,Scottsdale
C_CND_006200,Clay Johnson Auto Sales,78758-7841,Austin
C_CND_006201,Diehl Motor CO Inc,06457-3834,Middletown
C_CND_006202,Enterprise Rent A Car,60504-7114,Aurora
C_CND_006203,Gartner Buick Hyundai Saab,38701-8047,Greenville
C_CND_006204,Hatfield Volkswagen,99301-3882,Pasco
C_CND_006205,Iceberg Rentals,53546-9427,Janesville
C_CND_006206,McKinney Dodge Chrysler Jeep,85257-3102,Scottsdale
C_CND_006207,Motor Vehicle Branch Office,78758-7841,Austin
C_CND_006208,Nebo Chevrolet,06457-3834,Middletown
C_CND_006209,New Castle Ford Lincoln Mercury,60504-7114,Aurora
C_CND_006210,Pars Auto Sales,38701-8047,Greenville
C_CND_006211,Pitre Buick-Pontiac-Gmc of Scottsdale,99301-3882,Pasco
C_CND_006212,Progressive Shippers Cooperative Association No,53546-9427,Janesville
C_CND_006213,Rabun Used Car Sales,85257-3102,Scottsdale
C_CND_006214,Race Car Help,78758-7841,Austin
C_CND_006215,Ryder Truck Rental and Leasing,06457-3834,Middletown
C_CND_006216,Saab-Belle Dodge,60504-7114,Aurora
C_CND_006217,Scrivener Performance Engineering,38701-8047,Greenville
C_CND_006218,Race Car Help,78758-7841,Austin
C_CND_006219,Ryder Truck Rental and Leasing,06457-3834,Middletown
C_CND_006220,Saab-Belle Dodge,60504-7114,Aurora
C_CND_006221,Progressive Shippers Cooperative Association No,53546-9427,Janesville
C_CND_006222,Star Enterprises Inc,99301-3882,Pasco
C_CND_006223,Suburban Ford,53546-9427,Janesville
C_CND_006224,Tri-State Mack Inc,85257-3102,Scottsdale
C_CND_006225,U-Haul CO,78758-7841,Austin
C_CND_006226,Progressive Shippers Cooperative Association No,53546-9427,Janesville
C_CND_006227,Rabun Used Car Sales,85257-3102,Scottsdale
C_CND_006228,Progressive Shippers Cooperative Association No,53546-9427,Janesville
C_CND_006229,Rabun Used Car Sales,85257-3102,Scottsdale
C_CND_006230,Race Car Help,78758-7841,Austin
C_CND_006231,Nebo Chevrolet,06457-3834,Middletown
C_CND_006232,Saab-Belle Dodge,60504-7114,Aurora
C_CND_006233,Scrivener Performance Engineering,38701-8047,Greenville
C_CND_006234,Scrivener Performance Engineering,38701-8047,Greenville
C_CND_006235,Progressive Shippers Cooperative Association No,53546-9427,Janesville
C_CND_006236,Scrivener Performance Engineering,38701-8047,Greenville
C_CND_006237,Enterprise Rent A Car,60504-7114,Janesville
C_CND_006238,Gartner Buick Hyundai Saab,38701-8047,Scottsdale
C_CND_006239,Hatfield Volkswagen,99301-3882,Austin
C_CND_006240,Iceberg Rentals,53546-9427,Middletown
C_CND_006241,McKinney Dodge Chrysler Jeep,85257-3102,Aurora
C_CND_006242,Motor Vehicle Branch Office,78758-7841,Greenville
C_CND_006243,Nebo Chevrolet,06457-3834,Pasco
C_CND_006244,Tri-State Mack Inc,85257-3102,Janesville
C_CND_006245,Pars Auto Sales,38701-8047,Scottsdale
C_CND_006246,U-Haul CO,78758-7841,Scottsdale
C_CND_006247,Progressive Shippers Cooperative Association No,53546-9427,Middletown
C_CND_006248,Rabun Used Car Sales,85257-3102,Aurora
C_CND_006249,Saab-Belle Dodge,60504-7114,Pasco
C_CND_006250,Ryder Truck Rental and Leasing,06457-3834,Pasco
C_CND_006251,Saab-Belle Dodge,60504-7114,Janesville
C_CND_006252,Scrivener Performance Engineering,38701-8047,Scottsdale
C_CND_006253,Star Enterprises Inc,99301-3882,Austin
C_CND_006254,Star Enterprises Inc,99301-3882,Scottsdale
C_CND_006255,Tri-State Mack Inc,85257-3102,Aurora
C_CND_006256,Diehl Motor CO Inc,06457-3834,Middletown
C_CND_006257,Enterprise Rent A Car,60504-7114,Aurora
C_CND_006258,Gartner Buick Hyundai Saab,38701-8047,Greenville
C_CND_006259,Hatfield Volkswagen,99301-3882,Pasco
C_CND_006260,Iceberg Rentals,53546-9427,Janesville
C_CND_006261,McKinney Dodge Chrysler Jeep,85257-3102,Scottsdale
C_CND_006262,Motor Vehicle Branch Office,78758-7841,Austin
C_CND_006263,Nebo Chevrolet,06457-3834,Middletown
C_CND_006264,New Castle Ford Lincoln Mercury,60504-7114,Aurora
C_CND_006265,Pars Auto Sales,38701-8047,Greenville
C_CND_006266,Pitre Buick-Pontiac-Gmc of Scottsdale,99301-3882,Pasco
C_CND_006267,Progressive Shippers Cooperative Association No,53546-9427,Janesville
C_CND_006268,Rabun Used Car Sales,85257-3102,Scottsdale
C_CND_006269,Race Car Help,78758-7841,Austin
C_CND_006270,Ryder Truck Rental and Leasing,06457-3834,Middletown
C_CND_006271,Saab-Belle Dodge,60504-7114,Aurora
C_CND_006272,Scrivener Performance Engineering,38701-8047,Greenville
C_CND_006273,Star Enterprises Inc,99301-3882,Pasco
C_CND_006274,Suburban Ford,53546-9427,Janesville
C_CND_006275,Tri-State Mack Inc,85257-3102,Scottsdale
C_CND_006276,U-Haul CO,78758-7841,Austin
C_CND_006277,Scrivener Performance Engineering,38701-8047,Greenville
C_CND_006278,Star Enterprises Inc,99301-3882,Pasco
C_CND_006279,Suburban Ford,53546-9427,Janesville
C_CND_006280,Tri-State Mack Inc,85257-3102,Scottsdale
C_CND_006281,U-Haul CO,78758-7841,Austin
C_CND_006282,Buddy Storbeck's Diesel Service Inc,06457-3834,Middletown
C_CND_006283,Tri-State Mack Inc,85257-3102,Scottsdale
C_CND_006284,Race Car Help,78758-7841,Austin
C_CND_006285,Ryder Truck Rental and Leasing,06457-3834,Middletown
C_CND_006286,Saab-Belle Dodge,60504-7114,Aurora
C_CND_006287,Buddy Storbeck's Diesel Service Inc,06457-3834,Middletown
C_CND_006288,Suburban Ford,53546-9427,Janesville
C_CND_006289,McKinney Dodge Chrysler Jeep,85257-3102,Scottsdale
C_CND_006290,U-Haul CO,78758-7841,Austin
C_CND_006291,U-Haul CO,78758-7841,Austin
C_CND_006292,Buddy Storbeck's Diesel Service Inc,06457-3834,Middletown
C_CND_006293,C & M Motors Inc,60504-7114,Aurora
C_CND_006294,Capitol KIA,38701-8047,Greenville
C_CND_006295,Chrysler of Tri-Cities,99301-3882,Pasco
C_CND_006296,Chrysler Plymouth,53546-9427,Janesville
C_CND_006297,Classic Chevy,85257-3102,Scottsdale
C_CND_006298,Star Enterprises Inc,99301-3882,Pasco
C_CND_006299,Suburban Ford,53546-9427,Janesville
C_CND_006300,Tri-State Mack Inc,85257-3102,Scottsdale
C_CND_006301,U-Haul CO,78758-7841,Austin
C_CND_006302,Progressive Shippers Cooperative Association No,53546-9427,Janesville
C_CND_006303,Rabun Used Car Sales,85257-3102,Scottsdale
C_CND_006304,Race Car Help,78758-7841,Austin
C_CND_006305,Ryder Truck Rental and Leasing,06457-3834,Middletown
C_CND_006306,Saab-Belle Dodge,60504-7114,Aurora
C_CND_006307,Scrivener Performance Engineering,38701-8047,Greenville
C_CND_006308,Star Enterprises Inc,99301-3882,Pasco
C_CND_006309,Suburban Ford,53546-9427,Janesville
C_CND_006310,Tri-State Mack Inc,85257-3102,Scottsdale
C_CND_006311,U-Haul CO,78758-7841,Austin
C_CND_006312,Buddy Storbeck's Diesel Service Inc,06457-3834,Middletown
C_CND_006313,C & M Motors Inc,60504-7114,Aurora
C_CND_006314,Capitol KIA,38701-8047,Greenville
C_CND_006315,Chrysler of Tri-Cities,99301-3882,Pasco
